Subject,Release,Acquisition,GMV,WBV,ICV,,,,Gender,GenderTag,Age,AgeTag,over 36,FFI data,Tau reject,SD reject,age_tau_sd reject,NEOFAC_N,NEOFAC_E,NEOFAC_O,NEOFAC_A,NEOFAC_C,NEO-FFI_Compl,NEORAW_01,NEORAW_02,NEORAW_03,NEORAW_04,NEORAW_05,NEORAW_06,NEORAW_07,NEORAW_08,NEORAW_09,NEORAW_10,NEORAW_11,NEORAW_12,NEORAW_13,NEORAW_14,NEORAW_15,NEORAW_16,NEORAW_17,NEORAW_18,NEORAW_19,NEORAW_20,NEORAW_21,NEORAW_22,NEORAW_23,NEORAW_24,NEORAW_25,NEORAW_26,NEORAW_27,NEORAW_28,NEORAW_29,NEORAW_30,NEORAW_31,NEORAW_32,NEORAW_33,NEORAW_34,NEORAW_35,NEORAW_36,NEORAW_37,NEORAW_38,NEORAW_39,NEORAW_40,NEORAW_41,NEORAW_42,NEORAW_43,NEORAW_44,NEORAW_45,NEORAW_46,NEORAW_47,NEORAW_48,NEORAW_49,NEORAW_50,NEORAW_51,NEORAW_52,NEORAW_53,NEORAW_54,NEORAW_55,NEORAW_56,NEORAW_57,NEORAW_58,NEORAW_59,NEORAW_60
111413,S500,Q04,0.724091735,1.141558662,1.271760794,,,,F,2,26-30,2,0,0,0,0,0,27,35,34,33,32,TRUE,SD,A,A,A,D,D,A,A,D,A,A,N,SA,SD,N,D,A,D,A,A,A,A,D,A,A,A,D,A,D,D,D,A,D,SA,SA,D,A,D,SD,A,A,SD,SA,A,D,A,SA,SD,A,A,D,D,A,D,A,D,D,N,D,A
111514,MEG2,Q02,0.80796428,1.298795874,1.479809535,,,,M,1,31-35,3,0,0,0,0,0,20,25,34,26,31,TRUE,N,A,N,A,A,N,A,N,D,N,D,A,A,N,SD,D,A,SD,N,A,D,A,A,A,A,D,N,D,A,A,D,D,N,N,A,D,N,SD,A,A,N,A,SA,A,A,N,D,SD,A,A,D,A,SA,SD,N,D,N,A,A,A
111716,Q3,Q04,0.6780707,1.068002763,1.258534087,,,,F,2,31-35,3,0,0,0,0,0,14,34,44,19,42,TRUE,SD,N,SD,SA,SA,SD,SA,N,N,SA,N,SA,SA,SA,SD,A,SA,SD,D,A,N,A,D,SA,A,SD,A,SA,SA,A,D,SA,SD,A,SA,D,SA,D,A,SA,SD,N,SA,SA,SD,A,SA,SD,SA,SA,SD,SA,SA,SA,D,SD,N,SA,SA,SA
112112,S900,Q11,0.777329166,1.244428711,1.418642698,,,,M,1,26-30,2,0,0,0,0,0,10,36,40,43,41,TRUE,D,N,A,SA,A,D,SA,A,SD,A,D,D,SA,SD,SD,A,SA,SD,SA,A,SD,N,D,SD,A,SD,N,SA,SD,D,N,SA,SD,SA,SA,SD,A,SD,SD,SA,SD,SD,A,D,D,A,A,SD,SA,SA,SD,A,SA,D,D,D,N,SA,D,SA
112314,S900,Q11,0.759330275,1.237629369,1.388813013,,,,F,2,26-30,2,0,0,0,0,0,18,34,35,34,24,TRUE,N,N,D,SA,D,D,SA,A,SD,D,A,SD,A,SD,N,A,SA,D,A,SA,D,N,N,A,N,D,A,A,A,A,N,A,SD,A,A,N,A,N,SD,N,D,D,A,D,A,N,A,SD,SA,A,SD,N,SA,D,A,N,D,A,SD,A
112516,S900,Q08,0.632071343,0.977056922,1.113158445,,,,F,2,31-35,3,0,0,0,0,0,12,27,28,34,30,TRUE,A,D,D,A,D,D,A,A,D,A,N,D,A,D,N,SA,SA,D,A,A,D,D,A,D,A,D,D,A,N,N,A,D,D,A,A,D,N,D,D,A,D,N,D,D,D,A,A,D,A,A,D,N,A,D,A,D,N,D,N,A
112819,Q3,Q03,0.654002118,1.051905879,1.182466156,,,,F,2,26-30,2,0,0,0,0,0,9,34,25,34,37,TRUE,N,N,A,SA,N,D,A,A,D,SA,D,SD,A,SD,D,A,A,D,D,A,SD,A,N,N,A,D,N,A,N,N,A,N,SD,SA,SA,D,A,N,SD,SA,SD,D,SD,A,N,A,A,A,SA,A,SD,SA,A,D,D,SD,N,N,N,SA
112920,S900,Q10,0.870112152,1.443259975,1.654969077,,,,M,1,31-35,3,0,0,0,0,0,16,27,26,32,26,TRUE,A,N,D,A,D,N,A,A,D,N,D,N,N,D,D,A,N,D,A,A,D,A,N,D,N,A,N,N,D,A,A,D,N,A,A,SD,N,A,D,A,D,D,D,N,A,A,N,SD,A,A,D,N,A,D,A,A,D,N,SD,A
113215,Q3,Q03,0.821567261,1.343858155,1.525212981,,,,F,2,26-30,2,0,0,0,0,0,23,36,36,30,35,TRUE,D,A,SD,A,N,A,SA,A,D,N,A,D,SA,D,D,SA,A,SD,A,SA,N,A,N,N,A,D,A,SA,N,A,N,A,D,A,SA,D,A,SD,D,A,N,D,A,A,D,N,SA,D,A,A,D,SA,A,SD,D,A,N,D,SD,SA
113316,S1200,Q12,0.793613471,1.306516326,1.515810619,,,,M,1,22-25,1,0,0,0,0,0,12,29,31,30,37,TRUE,SA,D,A,A,N,D,N,A,SD,A,N,N,A,D,N,A,A,D,N,A,D,A,N,N,A,D,N,A,N,D,A,N,D,SA,SA,D,A,D,N,SA,D,D,D,N,D,A,A,SD,A,A,D,A,SA,A,D,D,N,A,N,SA
113417,S1200,Q12,0.662552489,1.033246071,1.208105058,,,,F,2,26-30,2,0,0,0,0,0,19,32,25,32,39,TRUE,D,D,N,SA,SA,D,A,SA,D,A,A,D,A,SD,D,N,A,N,N,A,D,N,N,N,A,D,N,N,N,D,A,N,N,A,A,D,N,N,D,A,N,D,N,A,D,D,A,D,A,SA,D,SA,A,D,D,SD,SD,N,N,SA
113619,Q2,Q02,0.802074708,1.293257128,1.464023887,,,,F,2,31-35,3,0,0,0,0,0,14,33,26,35,39,TRUE,A,N,D,A,A,N,A,A,SD,A,A,D,N,SD,D,A,SA,SD,A,SA,D,N,D,D,A,SD,D,A,D,N,A,D,D,A,SA,D,A,N,SD,SA,D,D,N,A,SD,A,SA,A,A,A,D,A,N,SD,D,D,N,SD,SD,A
113821,S500,Q05,0.679776421,1.083981149,1.233956303,,,,F,2,26-30,2,0,0,0,0,0,11,19,25,30,30,TRUE,SD,N,D,A,N,D,D,SA,SD,D,SD,N,A,A,A,N,A,D,A,A,SD,A,A,A,SA,SD,SA,N,SD,N,SA,N,A,A,SA,D,D,SD,D,SA,SD,A,N,SA,N,A,D,SD,A,SA,D,N,N,N,SA,D,A,SD,A,A
113922,S500,Q04,0.834486489,1.344350291,1.539168179,,,,M,1,31-35,3,0,0,0,0,0,12,27,23,28,30,TRUE,A,N,N,A,A,D,A,N,N,N,D,N,A,N,N,A,A,N,A,A,D,A,A,N,A,D,A,N,N,D,A,N,N,A,A,N,N,A,D,A,D,N,N,A,A,A,A,N,A,A,D,A,N,D,A,SD,A,N,D,A
114116,S1200,Q12,0.699725619,1.08092713,1.190993884,,,,F,2,26-30,2,0,0,0,0,0,28,33,23,34,30,TRUE,SD,SA,N,SA,A,A,A,A,SD,D,A,SD,N,D,D,D,A,SD,N,SA,N,SA,A,D,N,N,D,N,SA,A,D,D,N,A,A,D,N,A,D,N,A,D,N,A,A,N,N,D,SA,A,N,N,D,SD,D,SD,N,N,A,SA
114217,S900,Q08,0.693243311,1.101800184,1.250667908,,,,F,2,26-30,2,0,0,0,0,0,9,35,25,39,39,TRUE,D,A,A,SA,A,D,A,A,SD,A,D,D,A,SD,D,A,A,D,SA,SA,SD,A,A,D,A,SD,D,A,D,D,A,D,D,A,A,D,A,A,SD,SA,SD,SD,D,D,D,A,A,D,SA,A,SD,A,A,D,SD,SD,D,N,SD,A
114318,S900,Q06,0.665663233,1.084034335,1.196789958,,,,F,2,22-25,1,0,0,0,0,0,24,32,26,32,32,TRUE,D,A,D,SA,N,D,SA,A,D,A,N,D,N,SD,D,N,A,D,N,A,N,N,N,D,N,D,D,A,A,A,D,N,D,A,A,A,A,A,D,A,N,N,D,D,D,D,N,D,A,A,D,A,A,N,D,D,N,D,D,A
114419,S500,Q07,0.788545425,1.44128797,1.595180696,,,,M,1,31-35,3,0,0,0,0,0,25,37,32,35,40,TRUE,D,A,N,SA,A,D,A,SA,D,SA,N,D,A,D,D,SD,SA,D,A,A,N,A,D,D,A,D,N,SA,A,D,N,A,D,SA,SA,N,SA,A,SD,SA,D,D,A,N,D,D,A,D,SA,A,D,A,A,D,D,A,D,SA,D,SA
114621,S900,Q09,0.734526191,1.168250167,1.33561041,,,,M,1,26-30,2,0,0,0,0,0,16,31,15,33,36,TRUE,D,SA,SA,SA,A,D,A,SA,D,A,D,D,D,D,N,SA,N,D,D,SA,D,A,SA,N,D,D,A,N,D,SD,N,D,N,A,N,D,N,A,SD,A,N,D,SD,N,D,A,A,A,A,A,D,A,A,SD,SD,N,D,N,D,SA
114823,S900,Q07,0.699682862,1.164268163,1.347455723,,,,F,2,31-35,3,0,0,0,0,0,21,33,40,29,30,TRUE,N,A,D,A,A,N,N,D,D,N,D,D,SA,D,D,N,A,D,N,A,D,A,D,A,D,N,N,A,D,A,A,N,SD,A,A,N,A,D,D,A,N,D,A,A,N,A,N,SD,A,A,N,SA,SA,N,D,A,D,A,N,A
114924,Q1,Q01,0.735461578,1.193118367,1.376437679,,,,M,1,26-30,2,0,0,0,0,0,18,36,22,30,39,TRUE,N,A,A,SA,SA,N,SA,SA,D,A,N,N,N,N,N,N,SA,D,SA,SA,D,SA,N,N,A,SD,SA,SA,SA,D,N,N,N,SA,SA,N,SA,A,N,SA,D,SD,N,D,A,SA,N,N,A,SA,A,SA,N,A,D,D,D,D,N,SA
115017,S900,Q06,0.673562957,1.139972466,1.252298752,,,,F,2,31-35,3,0,0,0,0,0,12,23,27,27,27,TRUE,N,A,N,A,N,D,A,A,D,D,D,N,A,D,A,SA,N,D,A,A,N,N,SA,A,N,SD,N,A,N,A,A,D,A,N,N,D,N,D,N,A,D,N,N,A,SD,A,D,D,A,A,D,D,A,D,D,D,N,A,D,N
115219,S900,Q09,0.75033535,1.240943611,1.404461927,,,,M,1,31-35,3,0,0,0,0,0,18,24,27,36,29,TRUE,D,A,A,SA,A,D,A,SA,SD,A,SD,D,SA,A,N,N,N,SD,A,A,N,D,SA,SD,N,D,SA,A,D,D,N,N,A,A,A,SD,A,N,SD,A,N,D,SA,N,SA,A,D,D,A,A,D,A,A,D,N,A,SA,N,N,N
115320,Q2,Q02,0.627885792,1.015368415,1.14115597,,,,F,2,31-35,3,0,0,0,0,0,16,31,22,33,30,TRUE,D,N,N,SA,N,D,SA,A,D,A,N,D,A,D,N,A,A,N,A,A,D,N,N,D,A,D,D,D,N,N,A,D,N,A,A,D,A,A,D,N,N,D,N,N,D,A,N,N,A,A,D,A,A,D,N,D,N,D,D,N
115724,S1200,Q12,0.759157061,1.233851326,1.371800206,,,,F,2,22-25,1,0,0,0,0,0,19,32,21,31,36,TRUE,D,A,SA,SA,SA,SD,SA,SA,SA,A,A,A,A,SD,N,D,A,D,A,A,D,A,A,A,A,D,D,D,A,N,A,A,A,A,A,D,A,D,D,SA,D,D,D,D,SD,D,D,D,SA,A,D,SA,SA,SD,SD,D,A,D,D,D
115825,S900,Q10,0.724432992,1.180777925,1.327699715,,,,M,1,22-25,1,0,0,0,0,0,23,27,27,30,37,TRUE,N,N,A,A,SA,N,D,A,D,A,N,A,SA,SD,D,A,A,N,A,A,N,A,D,N,N,D,N,A,A,SD,N,N,A,SA,A,A,A,N,D,A,N,N,A,D,D,SD,N,A,A,A,D,A,A,A,D,D,D,A,SD,A
116120,Q2,Q03,0.630082219,1.0054684,1.15505011,,,,F,2,31-35,3,0,1,NaN,NaN,1,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116221,S900,Q08,0.812283203,1.248203227,1.433785859,,,,M,1,22-25,1,0,0,0,0,0,14,28,23,32,36,TRUE,A,A,D,SA,N,D,A,SA,SD,A,D,SD,A,D,SD,D,SA,D,SA,A,D,N,SA,A,A,D,A,D,A,D,N,D,N,A,SA,SD,A,N,D,A,D,D,D,A,A,A,D,D,SA,SA,D,N,A,D,D,D,A,N,D,A
116423,S1200,Q09,0.826795876,1.339545164,1.547416763,,,,M,1,26-30,2,0,0,0,0,0,20,35,33,28,29,TRUE,A,A,N,N,SD,D,SA,A,A,A,D,A,A,D,N,N,A,SD,N,A,A,SA,N,N,A,N,A,A,A,A,D,A,D,SA,SA,A,A,SD,SD,A,D,D,D,A,N,A,SA,D,A,A,D,SA,SA,N,N,D,N,A,A,A
116524,S500,Q05,0.717358122,1.178647294,1.353092808,,,,M,1,26-30,2,0,0,0,0,0,23,22,28,23,36,TRUE,N,SD,N,A,A,A,N,SA,SA,A,N,A,SA,N,N,A,SA,SD,D,SA,N,N,A,SD,SA,SD,SA,SA,SA,A,N,SA,SA,SA,SA,SA,A,SD,N,SA,D,A,A,A,A,N,D,A,SA,SA,SD,SA,D,N,N,SA,SA,SA,SD,SA
116726,S900,Q08,0.739539588,1.154076681,1.381410033,,,,M,1,26-30,2,0,0,0,0,0,13,44,33,38,43,TRUE,A,SA,D,SA,SA,A,SA,A,SD,A,D,N,SA,SD,N,A,SA,SD,SA,SA,D,SA,N,D,A,SD,D,A,A,SD,A,SA,SD,SA,SA,D,SA,D,SD,A,D,SD,N,N,SD,D,A,D,SA,SA,SD,SA,A,SD,SD,SD,SD,D,SD,SA
117021,S1200,Q12,0.730296152,1.155939242,1.304377791,,,,F,2,26-30,2,0,0,0,0,0,20,18,34,29,31,TRUE,D,SD,D,A,A,D,N,A,D,A,A,N,A,N,D,A,A,SD,A,A,N,D,N,A,A,D,SA,SA,N,A,D,D,D,A,A,D,N,N,N,A,N,A,N,D,A,A,N,SD,A,A,D,A,A,N,D,D,A,A,N,N
117122,Q1,Q01,0.683299111,1.094867637,1.227448483,,,,F,2,26-30,2,0,0,0,0,0,16,11,27,29,40,TRUE,SD,D,D,A,N,D,A,A,SD,D,D,A,N,N,SD,A,D,D,N,SA,N,D,A,A,A,D,SA,D,A,SD,A,D,D,A,A,D,D,SD,A,SA,SD,SA,D,A,SD,A,D,D,SA,SA,SD,D,A,D,D,A,SA,N,SA,SA
117324,Q3,Q03,0.653921115,1.058394291,1.2349362,,,,F,2,22-25,1,0,0,0,0,0,9,25,26,36,39,TRUE,N,SD,N,SA,SA,SD,N,N,SD,N,SD,N,N,SD,SD,SA,N,N,N,A,SD,N,N,SD,A,SD,N,N,A,SD,A,N,D,N,A,A,A,N,SD,A,D,SD,N,N,D,A,D,N,SA,A,SD,A,A,D,D,D,N,N,N,SA
117728,S1200,Q10,0.770755694,1.226471749,1.36997076,,,,F,2,22-25,1,0,1,NaN,NaN,1,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117930,S900,Q10,0.641397991,1.092490924,1.237218713,,,,F,2,31-35,3,0,0,0,0,0,18,30,35,29,34,TRUE,A,D,D,A,A,A,A,A,SD,A,D,D,A,A,D,A,A,SD,A,A,D,A,D,D,A,D,A,A,D,A,A,D,D,A,A,D,A,D,D,A,A,D,A,A,D,A,A,D,A,A,D,A,A,A,D,A,D,A,D,A
118023,S900,Q07,0.682009849,1.097996084,1.223254965,,,,F,2,26-30,2,0,0,0,0,0,20,25,33,36,24,TRUE,SD,D,N,SA,A,A,A,A,SD,N,A,D,A,SD,N,A,N,SD,A,SA,SD,D,N,D,D,SD,N,A,D,D,A,D,N,A,D,D,A,SD,D,A,A,SD,A,A,A,A,D,SD,SA,N,N,A,N,D,A,D,A,A,D,D
118124,S900,Q07,0.528316989,0.865007808,0.965598292,,,,F,2,31-35,3,0,0,0,0,0,19,22,28,36,36,TRUE,D,D,SA,SA,N,SD,N,A,SD,N,N,N,A,SD,N,D,N,N,SA,SA,D,N,D,A,A,N,D,N,A,D,A,D,D,A,SA,N,D,N,SD,A,SD,N,N,SD,SD,D,N,SD,A,A,D,N,A,D,N,D,N,A,D,SA
118225,S900,Q08,0.830782896,1.37380997,1.581164293,,,,M,1,26-30,2,0,0,0,0,0,5,28,38,30,36,TRUE,SA,N,SD,A,N,SD,SA,A,SD,SA,D,D,A,N,D,SA,SA,SD,A,A,SD,N,N,D,A,SD,N,N,D,D,A,D,D,A,A,SD,A,SD,SA,A,D,N,A,D,SD,SA,N,SD,A,A,SD,D,SA,N,D,N,N,SA,D,N
118528,S500,Q04,0.670578185,1.076690096,1.222329408,,,,F,2,26-30,2,0,0,0,0,0,19,30,41,28,44,TRUE,D,N,N,SA,A,SD,A,SA,N,SA,D,A,SA,A,SD,N,SA,SD,SA,SA,N,A,SD,A,A,D,D,SA,SD,SD,D,N,SD,SA,SA,SA,A,D,SA,SA,D,N,SA,A,SD,A,D,SD,SA,A,SD,A,SA,N,SD,D,D,SA,D,A
118730,Q2,Q03,0.871717642,1.330761092,1.492690768,,,,M,1,22-25,1,0,0,0,0,0,14,25,17,24,34,TRUE,N,N,D,N,N,N,A,A,D,A,D,A,D,D,N,A,A,D,A,A,D,A,SA,SA,A,D,N,N,N,D,A,N,D,A,A,N,N,A,N,A,D,A,SD,A,D,A,A,A,A,A,D,A,N,A,D,SD,SA,SD,D,A
118831,S1200,Q13,0.765644395,1.18377679,1.320654187,,,,M,1,22-25,1,0,0,1,0,1,39,23,33,27,31,TRUE,SD,D,D,A,A,A,D,A,SD,A,SA,A,A,A,D,SD,A,SD,A,A,SA,A,D,N,A,A,A,D,N,SA,SD,D,D,N,SA,D,D,A,SA,N,N,A,SA,A,A,SD,SA,D,A,A,N,A,SA,D,N,SA,D,A,A,SA
118932,Q1,Q02,0.804342742,1.323047844,1.490730106,,,,M,1,26-30,2,0,0,0,0,0,25,21,34,31,29,TRUE,D,A,D,A,A,D,D,A,D,A,A,A,SA,A,A,D,A,D,A,N,D,A,N,D,D,A,D,SA,D,D,D,D,D,A,A,D,D,D,N,A,D,N,D,D,D,N,D,SD,A,A,D,D,A,D,D,A,A,A,D,D
119025,S1200,Q12,0.792444688,1.244971425,1.370056525,,,,M,1,26-30,2,0,0,0,0,0,1,11,27,25,33,TRUE,SA,SD,N,A,N,D,A,A,SD,A,SD,N,N,A,D,SA,D,SD,N,N,SD,SD,D,A,N,SD,SA,A,A,D,SA,SD,D,A,A,SD,SD,SA,SA,A,SD,SA,SD,D,D,SA,D,D,A,A,SD,D,A,SD,SD,SD,D,A,SD,N
119126,S900,Q11,0.685077602,1.110406704,1.248317727,,,,F,2,22-25,1,0,0,0,0,0,23,28,32,31,30,TRUE,D,N,SD,SA,A,N,SA,A,D,D,N,D,SA,SD,N,N,A,D,A,A,D,N,A,A,N,SD,N,A,A,A,D,N,N,A,SA,A,N,N,SD,N,N,D,SA,A,N,N,D,A,A,A,N,N,SA,D,D,D,N,A,D,SA
119732,S900,Q10,0.688700997,1.117156559,1.263828566,,,,F,2,31-35,3,0,0,0,0,0,28,29,22,30,29,TRUE,SD,N,D,A,N,N,A,A,SD,A,A,D,D,A,D,D,A,N,SA,SA,N,A,N,A,A,D,N,D,D,D,SD,N,D,A,A,N,A,A,D,D,A,A,N,A,A,N,D,D,A,N,D,A,N,D,N,D,D,D,D,N
119833,Q1,Q01,0.733129174,1.188095862,1.361648442,,,,F,2,26-30,2,0,0,0,0,0,20,37,27,28,26,TRUE,A,A,A,A,D,D,SA,A,D,N,A,D,A,D,D,A,A,A,A,A,A,SA,D,A,D,D,A,D,A,D,D,D,D,A,A,A,SA,N,SD,A,D,SD,A,A,D,A,SA,D,A,N,D,A,A,A,SA,D,D,A,N,N
120010,S1200,Q13,0.753867763,1.206042287,1.380898572,,,,F,2,26-30,2,0,0,0,0,0,8,30,39,37,42,TRUE,D,N,SD,SA,SA,D,A,SA,SD,SA,D,D,SA,SD,D,SA,A,SD,N,SA,D,D,SA,D,N,D,N,SA,D,N,SA,N,SD,SA,SA,SD,N,SD,D,SA,D,D,A,A,SD,SA,A,SD,SA,A,SD,SA,SA,N,SD,SD,N,SA,A,SA
120111,Q3,Q03,0.765776642,1.257193404,1.381172991,,,,F,2,26-30,2,0,0,0,0,0,12,38,26,37,38,TRUE,N,A,D,SA,A,N,SA,A,SD,A,D,D,N,SD,D,A,SA,D,A,A,SD,A,A,D,A,SD,D,A,N,SD,A,N,D,A,A,D,A,A,D,A,D,D,N,D,D,A,A,D,A,A,D,SA,A,D,D,D,D,D,N,SA
120212,Q1,Q01,0.646993132,1.038767555,1.172031359,,,,F,2,31-35,3,0,0,0,0,0,24,25,31,26,38,TRUE,SD,A,D,A,A,D,N,A,D,A,A,A,A,D,D,N,A,D,D,SA,A,N,A,A,A,D,A,D,SA,D,D,D,D,SA,SA,D,N,SD,D,A,N,N,A,A,D,D,A,D,A,A,D,N,A,D,D,SD,D,A,D,A
120414,S1200,Q12,0.545702514,0.874802712,0.984411714,,,,F,2,26-30,2,0,0,0,0,0,12,30,32,32,34,TRUE,A,D,N,A,A,D,A,A,D,A,D,N,A,N,A,A,A,D,A,A,D,N,D,D,A,D,D,A,N,D,A,N,D,A,A,D,A,N,D,A,D,D,A,D,D,A,A,D,A,A,D,A,A,D,D,D,N,A,D,A
120515,S500,Q04,0.638061086,0.970854761,1.080538855,,,,F,2,26-30,2,0,0,0,0,0,13,25,26,32,34,TRUE,A,N,N,A,A,D,N,A,SD,N,D,N,A,D,D,A,N,D,A,A,D,D,N,D,A,D,A,A,N,D,N,N,A,A,A,D,A,A,D,A,D,D,N,A,N,A,N,D,A,A,D,N,A,D,D,D,D,N,D,A
120717,S900,Q09,0.734745163,1.169216025,1.331778382,,,,F,2,31-35,3,0,0,0,0,0,19,44,41,37,20,TRUE,SD,SA,D,SA,N,D,SA,A,SD,D,N,D,SA,A,A,A,SA,SD,N,SA,D,A,D,D,D,D,D,SA,N,A,D,SA,SD,SA,A,D,SA,D,SD,D,D,SD,A,D,SA,A,SA,SD,SA,N,D,SA,SA,D,SA,N,D,SA,A,SA
121315,S500,Q05,0.589475936,1.084336893,1.248563178,,,,M,1,26-30,2,0,0,1,0,1,20,28,22,26,26,TRUE,A,D,A,A,A,A,A,A,A,A,D,D,D,D,D,A,A,A,D,D,D,D,D,D,D,D,D,A,D,A,A,A,D,D,D,D,A,A,A,A,D,D,D,D,D,D,D,D,D,A,A,A,D,D,A,A,A,A,A,A
121416,S900,Q08,0.792435899,1.295950189,1.517115052,,,,M,1,26-30,2,0,0,0,0,0,8,25,38,29,37,TRUE,D,N,A,SA,A,D,A,A,SD,SA,SD,N,SA,N,D,A,N,D,N,D,SD,A,SD,N,A,SD,SA,SA,A,D,SA,N,SD,SA,A,D,N,SD,N,SA,SD,N,A,D,N,N,A,D,SA,SA,SD,A,SA,A,D,SD,A,A,SD,SA
121618,S500,Q05,0.726620756,1.226745163,1.412815744,,,,M,1,31-35,3,0,0,0,0,0,25,23,32,31,28,TRUE,N,D,D,A,N,N,N,A,D,N,N,N,N,D,N,D,N,N,A,A,N,N,D,D,N,D,N,N,N,N,D,N,D,A,N,D,N,SD,A,A,N,D,N,D,D,D,D,SD,A,N,D,N,N,N,D,A,N,SA,N,N
121719,S500,Q06,0.649218049,1.048110653,1.248526925,,,,F,2,31-35,3,0,0,0,0,0,30,33,28,33,40,TRUE,D,A,D,SA,A,D,SA,SA,SD,SA,SA,A,SA,D,N,D,SA,D,D,SA,A,A,D,A,A,A,D,D,D,SD,D,N,SD,SA,A,N,A,SA,SD,SA,A,D,SA,SA,SD,N,D,A,SA,SA,D,N,A,N,A,N,SD,N,A,SA
121820,S900,Q07,0.674959641,1.103550592,1.224585988,,,,F,2,31-35,3,0,0,0,0,0,16,19,20,30,26,TRUE,A,D,A,A,D,D,A,A,D,A,A,A,D,A,D,A,SD,D,A,A,D,SA,A,A,A,D,SA,A,D,SA,D,D,A,A,A,D,D,D,A,A,D,A,D,D,D,A,A,A,A,D,D,A,A,D,SA,D,A,D,A,A
121921,S900,Q07,0.802272213,1.330870718,1.496181634,,,,M,1,31-35,3,0,0,0,0,0,17,25,29,30,34,TRUE,N,D,N,SA,A,N,N,A,D,A,N,N,N,N,D,A,N,D,N,A,D,A,A,N,A,D,A,A,N,N,N,N,D,A,A,D,N,D,N,A,D,D,D,N,D,N,A,SD,A,A,SD,N,A,D,N,N,N,A,N,A
122317,Q3,Q04,0.752571869,1.241906593,1.434367901,,,,M,1,31-35,3,0,0,0,0,0,13,31,24,32,31,TRUE,A,N,D,A,A,N,A,A,D,A,D,N,N,D,A,A,N,D,A,A,D,A,A,D,D,D,D,N,A,D,A,D,A,A,N,D,A,D,SD,A,D,D,D,A,D,A,A,D,A,A,D,A,A,D,D,D,D,D,N,A
122418,S1200,Q13,0.732823716,1.199994644,1.294810111,,,,F,2,26-30,2,0,0,0,0,0,15,36,23,32,36,TRUE,N,A,N,A,A,N,A,SA,SD,A,N,N,A,D,D,A,A,D,D,A,D,A,A,D,A,D,D,D,D,D,A,A,D,A,A,D,A,A,D,A,D,D,D,N,D,A,A,D,A,A,D,SA,A,D,D,D,D,N,D,A
122620,S500,Q05,0.684656453,1.076515009,1.226947412,,,,M,1,26-30,2,0,0,0,0,0,12,23,26,27,38,TRUE,A,D,A,SA,A,D,A,A,D,A,D,N,A,D,D,A,N,D,N,A,D,N,A,A,A,D,N,A,A,D,A,D,D,A,SA,D,A,N,D,SA,D,A,D,A,D,A,A,D,A,A,D,N,A,N,D,D,A,N,D,A
122822,S900,Q07,0.707985193,1.106723179,1.227408201,,,,F,2,31-35,3,0,0,0,0,0,11,25,27,30,32,TRUE,A,D,A,A,D,D,A,A,D,A,D,A,N,D,A,A,A,D,A,A,D,D,D,A,A,SD,D,D,N,D,A,D,D,A,A,D,N,D,D,A,D,A,N,N,D,A,A,D,A,A,D,A,A,D,D,D,D,N,D,A
123117,Q2,Q03,0.7477759,1.284083472,1.423444096,,,,M,1,26-30,2,0,0,0,0,0,12,27,27,35,37,TRUE,A,N,D,SA,A,D,N,SA,SD,A,D,N,A,SD,N,A,N,N,N,A,D,A,D,D,SA,SD,A,D,N,D,SD,D,D,A,SA,D,A,A,SD,A,SD,SD,A,A,D,A,A,N,A,A,SD,A,A,N,D,D,A,A,A,A
123420,S500,Q06,0.676857389,1.054449376,1.228511525,,,,F,2,26-30,2,0,0,0,0,0,26,27,37,34,31,TRUE,SA,A,D,SA,A,SD,A,SA,SD,A,SA,N,SA,SD,D,D,SA,SD,SA,SA,SA,N,D,SD,N,SD,D,A,A,D,SD,D,SD,SA,A,SD,A,SA,SD,D,A,D,SA,A,SA,SD,N,SD,A,A,SD,D,SA,A,D,SA,SA,SA,SD,A
123521,S900,Q10,0.781562421,1.290269919,1.500815899,,,,M,1,22-25,1,0,0,0,0,0,18,25,24,33,41,TRUE,A,N,D,SA,SA,N,N,A,SD,SA,D,D,A,N,D,A,A,D,SA,SA,D,N,D,N,A,SD,N,A,D,N,D,D,N,A,SA,D,N,SA,N,SA,N,A,N,SA,A,N,N,A,SA,SA,SD,A,N,SD,SD,SA,N,D,D,SA
123723,S1200,Q09,0.676785623,1.095943486,1.25298267,,,,F,2,31-35,3,0,0,0,0,0,34,34,22,27,31,TRUE,D,N,D,A,A,N,A,A,D,A,A,D,N,A,N,D,A,D,N,A,A,A,A,A,N,A,A,A,A,D,D,A,A,A,N,A,SA,D,D,A,N,D,D,A,A,D,A,A,A,A,A,A,N,D,D,A,D,D,A,A
